Katy Perry (@katyperry),Justin Bieber (@justinbieber),Barack Obama (@BarackObama),Taylor Swift (@taylorswift13),Rihanna (@rihanna),YouTube (@YouTube),Ellen DeGeneres (@TheEllenShow),"xoxo, Gaga (@ladygaga)",Twitter (@Twitter),Justin Timberlake (@jtimberlake),Britney Spears (@britneyspears),Cristiano Ronaldo (@Cristiano),Kim Kardashian West (@KimKardashian),CNN Breaking News (@cnnbrk),Selena Gomez (@selenagomez),jimmy fallon (@jimmyfallon),Ariana Grande (@ArianaGrande),Shakira (@shakira),Demi Lovato (@ddlovato),Jennifer Lopez (@JLo),Instagram (@instagram),Oprah Winfrey (@Oprah),The New York Times (@nytimes),Drizzy (@Drake),LeBron James (@KingJames),Bill Gates (@BillGates),CNN (@CNN),Kevin Hart (@KevinHart4real),Miley Ray Cyrus (@MileyCyrus),SportsCenter (@SportsCenter),One Direction (@onedirection),BBC Breaking News (@BBCBreaking),ESPN (@espn),Harry Styles. (@Harry_Styles),Lil Wayne WEEZY F (@LilTunechi),P!nk (@Pink),Narendra Modi (@narendramodi),Wiz Khalifa (@wizkhalifa),Niall Horan (@NiallOfficial),Bruno Mars (@BrunoMars),Neymar Jr (@neymarjr),Donald J. Trump (@realDonaldTrump),Adele (@Adele),KANYE WEST (@kanyewest),Kaka (@KAKA),Neil Patrick Harris (@ActuallyNPH),Amitabh Bachchan (@SrBachchan),daniel tosh (@danieltosh),Alicia Keys (@aliciakeys),NBA (@NBA),Louis Tomlinson (@Louis_Tomlinson),Emma Watson (@EmmaWatson),Shah Rukh Khan (@iamsrk),Liam (@LiamPayne),Pitbull (@pitbull),Khloé (@khloekardashian),NASA (@NASA),Real Madrid C. F. (@realmadrid),Conan O'Brien (@ConanOBrien),Salman Khan (@BeingSalmanKhan),Kourtney Kardashian (@kourtneykardash),NFL (@NFL),zayn (@zaynmalik),Kendall (@KendallJenner),David Guetta (@davidguetta),FC Barcelona (@FCBarcelona),Marshall Mathers (@Eminem),Avril Lavigne (@AvrilLavigne),Aamir Khan (@aamir_khan),Kylie Jenner (@KylieJenner),The Economist (@TheEconomist),Chris Brown (@chrisbrown),Coldplay (@coldplay),BBC News (World) (@BBCWorld),Blake Shelton (@blakeshelton),Ed Sheeran (@edsheeran),Deepika Padukone (@deepikapadukone),ashton kutcher (@aplusk),Mariah Carey (@MariahCarey),Google (@Google),PMO India (@PMOIndia),Reuters Top News (@Reuters),Leonardo DiCaprio (@LeoDiCaprio),Ricky Martin (@ricky_martin),Akshay Kumar (@akshaykumar),PRIYANKA (@priyankachopra),Hrithik Roshan (@iHrithik),National Geographic (@NatGeo),أحمد الشقيري (@shugairi),President Trump (@POTUS),Vine Creators (@VineCreators),Snoop Dogg (@SnoopDogg),AGNEZ MO (@agnezmo),Christina Aguilera (@xtina),Ryan Seacrest (@RyanSeacrest),Alejandro Sanz (@AlejandroSanz),Twitter LatAm (@TwitterLatAm),Andrés Iniesta (@andresiniesta8),sachin tendulkar (@sachin_rt),Kevin Durant (@KDTrey5)
"(('i', 'NN'), 329)","(('i', 'NN'), 110)"
"(('be', 'VB'), 157)","(('thank', 'NN'), 91)"
